target,baseline_id,held_out_model,coverage_status,trajectory_count,task_group_count,negative_count,positive_count,prevalence,predicted_positive_count,predicted_positive_rate,selected_config_id,selected_threshold,inner_n_splits,metric_status,pr_auc_average_precision,positive_f1,roc_auc,precision,recall,f2,balanced_accuracy,mcc,ap_lift,ap_vs_best_dummy,f1_vs_best_dummy
side_effect,B3,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,partial_primary_benchmark_coverage,43,43,40,3,0.06976744186046512,6,0.13953488372093023,B3_T2_C1p0_cw_none,0.1,5,ok,0.7777777777777777,0.4444444444444444,0.95,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.7833333333333333,0.41662161918649104,0.7080103359173125,0.7080103359173125,0.31400966183574874
side_effect,B0,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,full_primary_benchmark_coverage,51,51,46,5,0.09803921568627451,0,0.0,B0_most_frequent,0.5,5,ok,0.09803921568627451,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,,
side_effect,B1,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,full_primary_benchmark_coverage,51,51,46,5,0.09803921568627451,0,0.0,B1_prior,0.05,5,ok,0.09803921568627451,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,,
side_effect,B2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,full_primary_benchmark_coverage,51,51,46,5,0.09803921568627451,7,0.13725490196078433,B2_C0p1_cw_none,0.2,5,ok,0.10534769946534651,0.0,0.4739130434782609,0.0,0.0,0.0,0.42391304347826086,-0.13150091299522249,0.007308483779072006,0.007308483779072006,0.0
side_effect,B3,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,full_primary_benchmark_coverage,51,51,46,5,0.09803921568627451,7,0.13725490196078433,B3_T1_C1p0_cw_none,0.1,5,ok,0.5294117647058824,0.3333333333333333,0.7826086956521738,0.2857142857142857,0.4,0.37037037037037035,0.6456521739130434,0.25173031916228306,0.43137254901960786,0.43137254901960786,0.3333333333333333
looping,B0,GenericAgent-anthropic_claude-3.7-sonnet,full_primary_benchmark_coverage,51,51,37,14,0.27450980392156865,51,1.0,B0_most_frequent,0.5,5,ok,0.27450980392156865,0.4307692307692308,0.5,0.27450980392156865,1.0,0.6542056074766355,0.5,0.0,0.0,,
looping,B1,GenericAgent-anthropic_claude-3.7-sonnet,full_primary_benchmark_coverage,51,51,37,14,0.27450980392156865,51,1.0,B1_prior,0.5,5,ok,0.27450980392156865,0.4307692307692308,0.5,0.27450980392156865,1.0,0.6542056074766355,0.5,0.0,0.0,,
looping,B2,GenericAgent-anthropic_claude-3.7-sonnet,full_primary_benchmark_coverage,51,51,37,14,0.27450980392156865,19,0.37254901960784315,B2_C10p0_cw_balanced,0.2,5,ok,0.9083935905364476,0.8484848484848485,0.971042471042471,0.7368421052631579,1.0,0.9333333333333333,0.9324324324324325,0.7982912048840094,0.633883786614879,0.633883786614879,0.4177156177156177
looping,B3,GenericAgent-anthropic_claude-3.7-sonnet,full_primary_benchmark_coverage,51,51,37,14,0.27450980392156865,31,0.6078431372549019,B3_T2_C10p0_cw_balanced,0.25,5,ok,0.5971220753747722,0.5777777777777777,0.8243243243243243,0.41935483870967744,0.9285714285714286,0.7471264367816092,0.721042471042471,0.40408688729004916,0.3226122714532036,0.3226122714532036,0.14700854700854693
looping,B0,GenericAgent-gpt-4o-2024-11-20,full_primary_benchmark_coverage,51,51,30,21,0.4117647058823529,0,0.0,B0_most_frequent,0.5,5,ok,0.4117647058823529,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,,
looping,B1,GenericAgent-gpt-4o-2024-11-20,full_primary_benchmark_coverage,51,51,30,21,0.4117647058823529,51,1.0,B1_prior,0.45,5,ok,0.4117647058823529,0.5833333333333334,0.5,0.4117647058823529,1.0,0.7777777777777778,0.5,0.0,0.0,,
looping,B2,GenericAgent-gpt-4o-2024-11-20,full_primary_benchmark_coverage,51,51,30,21,0.4117647058823529,23,0.45098039215686275,B2_C1p0_cw_none,0.45,5,ok,0.9478194473716368,0.9090909090909091,0.973015873015873,0.8695652173913043,0.9523809523809523,0.9345794392523364,0.9261904761904762,0.8430650338417561,0.5360547414892839,0.5360547414892839,0.3257575757575757
looping,B3,GenericAgent-gpt-4o-2024-11-20,full_primary_benchmark_coverage,51,51,30,21,0.4117647058823529,32,0.6274509803921569,B3_T1_C10p0_cw_none,0.25,5,ok,0.8071309591266549,0.7924528301886793,0.8555555555555556,0.65625,1.0,0.9051724137931034,0.8166666666666667,0.6446898479113813,0.39536625324430197,0.39536625324430197,0.20911949685534592
looping,B0,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,partial_primary_benchmark_coverage,43,43,16,27,0.627906976744186,0,0.0,B0_most_frequent,0.5,5,ok,0.627906976744186,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,,
looping,B1,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,partial_primary_benchmark_coverage,43,43,16,27,0.627906976744186,43,1.0,B1_prior,0.4,5,ok,0.627906976744186,0.7714285714285715,0.5,0.627906976744186,1.0,0.8940397350993378,0.5,0.0,0.0,,
looping,B2,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,partial_primary_benchmark_coverage,43,43,16,27,0.627906976744186,25,0.5813953488372093,B2_C1p0_cw_none,0.6,5,ok,0.9515558835264266,0.9230769230769231,0.9467592592592593,0.96,0.8888888888888888,0.9022556390977443,0.9131944444444444,0.8096924427533283,0.32364890678224056,0.32364890678224056,0.15164835164835166
looping,B3,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,partial_primary_benchmark_coverage,43,43,16,27,0.627906976744186,29,0.6744186046511628,B3_T2_C1p0_cw_balanced,0.4,5,ok,0.9239372865701769,0.8571428571428571,0.8726851851851851,0.8275862068965517,0.8888888888888888,0.8759124087591241,0.7881944444444444,0.5945583146260498,0.2960303098259909,0.2960303098259909,0.08571428571428563
looping,B0,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,full_primary_benchmark_coverage,51,51,21,30,0.5882352941176471,0,0.0,B0_most_frequent,0.5,5,ok,0.5882352941176471,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,,
looping,B1,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,full_primary_benchmark_coverage,51,51,21,30,0.5882352941176471,51,1.0,B1_prior,0.4,5,ok,0.5882352941176471,0.7407407407407407,0.5,0.5882352941176471,1.0,0.8771929824561403,0.5,0.0,0.0,,
looping,B2,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,full_primary_benchmark_coverage,51,51,21,30,0.5882352941176471,32,0.6274509803921569,B2_C1p0_cw_balanced,0.35,5,ok,0.8506128993341902,0.9032258064516129,0.8714285714285714,0.875,0.9333333333333333,0.9210526315789473,0.8714285714285714,0.7561775659712442,0.2623776052165431,0.2623776052165431,0.16248506571087218
looping,B3,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,full_primary_benchmark_coverage,51,51,21,30,0.5882352941176471,35,0.6862745098039216,B3_T1_C10p0_cw_balanced,0.25,5,ok,0.8176591793182214,0.8,0.780952380952381,0.7428571428571429,0.8666666666666667,0.8387096774193549,0.719047619047619,0.46467017049401693,0.22942388520057433,0.22942388520057433,0.059259259259259345
