target,held_out_model,baseline_id,selected_config_id,threshold,inner_f1,inner_precision,inner_recall,selected
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.05,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.1,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.15,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.2,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.25,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.3,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.35,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.4,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.45,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.5,0.0,0.0,0.0,True
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.55,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.6,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.65,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.7,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.75,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.8,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.85,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.9,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,0.95,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.05,0.4873096446700508,0.3221476510067114,1.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.1,0.4873096446700508,0.3221476510067114,1.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.15,0.4873096446700508,0.3221476510067114,1.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.2,0.4873096446700508,0.3221476510067114,1.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.25,0.4873096446700508,0.3221476510067114,1.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.3,0.4873096446700508,0.3221476510067114,1.0,True
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.35,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.4,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.45,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.5,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.55,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.6,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.65,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.7,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.75,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.8,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.85,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.9,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,0.95,0.0,0.0,0.0,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.05,0.48677248677248675,0.3262411347517731,0.9583333333333334,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.1,0.5325443786982249,0.371900826446281,0.9375,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.15,0.6040268456375839,0.44554455445544555,0.9375,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.2,0.6617647058823529,0.5113636363636364,0.9375,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.25,0.6976744186046512,0.5555555555555556,0.9375,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.3,0.7049180327868853,0.581081081081081,0.8958333333333334,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.35,0.7166666666666667,0.5972222222222222,0.8958333333333334,True
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.4,0.6837606837606838,0.5797101449275363,0.8333333333333334,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.45,0.6666666666666666,0.5757575757575758,0.7916666666666666,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.5,0.6422018348623854,0.5737704918032787,0.7291666666666666,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.55,0.6422018348623854,0.5737704918032787,0.7291666666666666,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.6,0.6538461538461539,0.6071428571428571,0.7083333333333334,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.65,0.6530612244897959,0.64,0.6666666666666666,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.7,0.6136363636363636,0.675,0.5625,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.75,0.47368421052631576,0.6428571428571429,0.375,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.8,0.29411764705882354,0.5,0.20833333333333334,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.85,0.1935483870967742,0.42857142857142855,0.125,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.9,0.07407407407407407,0.3333333333333333,0.041666666666666664,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,0.95,0.0392156862745098,0.3333333333333333,0.020833333333333332,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.05,0.4864864864864865,0.3284671532846715,0.9375,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.1,0.5212121212121212,0.36752136752136755,0.8958333333333334,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.15,0.5714285714285714,0.43478260869565216,0.8333333333333334,False
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,0.2,0.5669291338582677,0.45569620253164556,0.75,False
