target,baseline_id,held_out_group,held_out_size,task_group_count,positive_count,negative_count,prevalence,predicted_positive_count,predicted_positive_rate,selected_config_id,selected_threshold,inner_n_splits,metric_status,pr_auc_average_precision,positive_f1,roc_auc,precision,recall,f2,balanced_accuracy,mcc,ap_lift,ap_vs_best_dummy,f1_vs_best_dummy,false_positive_count,false_positive_rate,specificity,probability_mean,probability_median,probability_max
looping,B1,visualwebarena,24,8,7,17,0.2916666666666667,24,1.0,B1_prior,0.45,5,ok,0.2916666666666667,0.45161290322580644,0.5,0.2916666666666667,1.0,0.6730769230769231,0.5,0.0,0.0,,,17,1.0,0.0,0.4941860465116279,0.4941860465116279,0.4941860465116279
looping,B2,visualwebarena,24,8,7,17,0.2916666666666667,8,0.3333333333333333,B2_C1p0_cw_balanced,0.6,5,ok,0.9240362811791383,0.8,0.9663865546218487,0.75,0.8571428571428571,0.8333333333333334,0.8697478991596639,0.7130240959073808,0.6323696145124715,0.6323696145124715,0.3483870967741936,2,0.11764705882352941,0.8823529411764706,0.3130523692753175,0.02394434855033574,0.9857517925076072
looping,B3,visualwebarena,24,8,7,17,0.2916666666666667,17,0.7083333333333334,B3_T2_C10p0_cw_balanced,0.3,5,ok,0.6143790849673202,0.5833333333333334,0.7647058823529411,0.4117647058823529,1.0,0.7777777777777778,0.7058823529411764,0.4117647058823529,0.3227124183006535,0.3227124183006535,0.13172043010752693,10,0.5882352941176471,0.4117647058823529,0.44825590509880575,0.49320928086546,0.6839423403192608
looping,B0,webarena,88,22,37,51,0.42045454545454547,88,1.0,B0_most_frequent,0.5,5,ok,0.42045454545454547,0.592,0.5,0.42045454545454547,1.0,0.7838983050847458,0.5,0.0,0.0,,,51,1.0,0.0,1.0,1.0,1.0
looping,B1,webarena,88,22,37,51,0.42045454545454547,88,1.0,B1_prior,0.5,5,ok,0.42045454545454547,0.592,0.5,0.42045454545454547,1.0,0.7838983050847458,0.5,0.0,0.0,,,51,1.0,0.0,0.5092592592592594,0.5092592592592593,0.5092592592592593
looping,B2,webarena,88,22,37,51,0.42045454545454547,42,0.4772727272727273,B2_C10p0_cw_balanced,0.15,5,ok,0.9204878785763813,0.8860759493670886,0.9501854795972443,0.8333333333333334,0.9459459459459459,0.9210526315789473,0.9043455219925809,0.7992175693437302,0.5000333331218358,0.5000333331218358,0.2940759493670886,7,0.13725490196078433,0.8627450980392157,0.4003893174300151,0.11914382363623346,0.9983112197501395
looping,B3,webarena,88,22,37,51,0.42045454545454547,76,0.8636363636363636,B3_T1_C10p0_cw_balanced,0.3,5,ok,0.5769620326756502,0.5486725663716814,0.6290408055113937,0.40789473684210525,0.8378378378378378,0.6919642857142857,0.47774244833068363,-0.064031830424451,0.1565074872211047,0.1565074872211047,-0.04332743362831859,45,0.8823529411764706,0.11764705882352941,0.5178053687772242,0.5486559700236439,0.7601137818766558
looping,B0,workarena,60,15,37,23,0.6166666666666667,0,0.0,B0_most_frequent,0.5,5,ok,0.6166666666666667,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,,,0,0.0,1.0,0.0,0.0,0.0
looping,B1,workarena,60,15,37,23,0.6166666666666667,60,1.0,B1_prior,0.35,5,ok,0.6166666666666667,0.7628865979381443,0.5,0.6166666666666667,1.0,0.8894230769230769,0.5,0.0,0.0,,,23,1.0,0.0,0.4044117647058824,0.40441176470588236,0.40441176470588236
looping,B2,workarena,60,15,37,23,0.6166666666666667,45,0.75,B2_C0p1_cw_balanced,0.6,5,ok,0.7707773288239805,0.9024390243902439,0.8014101057579318,0.8222222222222222,1.0,0.9585492227979274,0.8260869565217391,0.7322785563281031,0.15411066215731384,0.15411066215731384,0.13955242645209964,8,0.34782608695652173,0.6521739130434783,0.7929627376640535,0.9678978632894014,0.9949724260453803
looping,B3,workarena,60,15,37,23,0.6166666666666667,60,1.0,B3_T1_C10p0_cw_balanced,0.35,5,ok,0.7649850371436717,0.7628865979381443,0.7121034077555817,0.6166666666666667,1.0,0.8894230769230769,0.5,0.0,0.14831837047700502,0.14831837047700502,0.0,23,1.0,0.0,0.665029789689438,0.6789202528009005,0.8122495818352278
