target,held_out_group,baseline_id,config_id,inner_n_splits,inner_oof_size,inner_oof_pr_auc,selected,tie_break_rank
side_effect,workarena,B2,B2_C10p0_cw_balanced,5,135,0.10448739319580422,False,6
side_effect,workarena,B3,B3_T1_C0p1_cw_none,5,135,0.13630133369467312,False,1
side_effect,workarena,B3,B3_T1_C1p0_cw_none,5,135,0.2683305802953002,False,2
side_effect,workarena,B3,B3_T1_C10p0_cw_none,5,135,0.33538591489811004,False,3
side_effect,workarena,B3,B3_T1_C0p1_cw_balanced,5,135,0.25634806487627826,False,4
side_effect,workarena,B3,B3_T1_C1p0_cw_balanced,5,135,0.25979108324309563,False,5
side_effect,workarena,B3,B3_T1_C10p0_cw_balanced,5,135,0.3016243185629375,False,6
side_effect,workarena,B3,B3_T2_C0p1_cw_none,5,135,0.16215464058794615,False,7
side_effect,workarena,B3,B3_T2_C1p0_cw_none,5,135,0.34606801184200564,False,8
side_effect,workarena,B3,B3_T2_C10p0_cw_none,5,135,0.42250798259287226,False,9
side_effect,workarena,B3,B3_T2_C0p1_cw_balanced,5,135,0.4317683091762039,False,10
side_effect,workarena,B3,B3_T2_C1p0_cw_balanced,5,135,0.4476578478281264,True,11
side_effect,workarena,B3,B3_T2_C10p0_cw_balanced,5,135,0.38424992405255565,False,12
looping,assistantbench,B0,B0_most_frequent,5,172,0.47093023255813954,True,1
looping,assistantbench,B1,B1_prior,5,172,0.4567517982001759,True,1
looping,assistantbench,B2,B2_C0p1_cw_none,5,172,0.8692265388656182,False,1
looping,assistantbench,B2,B2_C1p0_cw_none,5,172,0.9060452797577785,False,2
looping,assistantbench,B2,B2_C10p0_cw_none,5,172,0.8862717828111712,False,3
looping,assistantbench,B2,B2_C0p1_cw_balanced,5,172,0.8691051628079125,False,4
looping,assistantbench,B2,B2_C1p0_cw_balanced,5,172,0.9064073994697799,True,5
looping,assistantbench,B2,B2_C10p0_cw_balanced,5,172,0.8875500373599932,False,6
looping,assistantbench,B3,B3_T1_C0p1_cw_none,5,172,0.6601861004337692,False,1
looping,assistantbench,B3,B3_T1_C1p0_cw_none,5,172,0.7147547423475447,False,2
looping,assistantbench,B3,B3_T1_C10p0_cw_none,5,172,0.710598974368678,False,3
looping,assistantbench,B3,B3_T1_C0p1_cw_balanced,5,172,0.6860496990292619,False,4
looping,assistantbench,B3,B3_T1_C1p0_cw_balanced,5,172,0.7176707935312617,True,5
looping,assistantbench,B3,B3_T1_C10p0_cw_balanced,5,172,0.7130696725815405,False,6
looping,assistantbench,B3,B3_T2_C0p1_cw_none,5,172,0.6660934658771602,False,7
looping,assistantbench,B3,B3_T2_C1p0_cw_none,5,172,0.7123258882392661,False,8
looping,assistantbench,B3,B3_T2_C10p0_cw_none,5,172,0.7138546380237667,False,9
looping,assistantbench,B3,B3_T2_C0p1_cw_balanced,5,172,0.6763371158714577,False,10
looping,assistantbench,B3,B3_T2_C1p0_cw_balanced,5,172,0.7110955269321934,False,11
looping,assistantbench,B3,B3_T2_C10p0_cw_balanced,5,172,0.7168598130552248,False,12
looping,visualwebarena,B0,B0_most_frequent,5,172,0.4941860465116279,True,1
looping,visualwebarena,B1,B1_prior,5,172,0.4780685297374764,True,1
looping,visualwebarena,B2,B2_C0p1_cw_none,5,172,0.8832615017081984,False,1
looping,visualwebarena,B2,B2_C1p0_cw_none,5,172,0.8917517036314736,False,2
looping,visualwebarena,B2,B2_C10p0_cw_none,5,172,0.8888797012851515,False,3
looping,visualwebarena,B2,B2_C0p1_cw_balanced,5,172,0.883703591576037,False,4
looping,visualwebarena,B2,B2_C1p0_cw_balanced,5,172,0.8921884012583011,True,5
looping,visualwebarena,B2,B2_C10p0_cw_balanced,5,172,0.8879833491317256,False,6
looping,visualwebarena,B3,B3_T1_C0p1_cw_none,5,172,0.6834639576631911,False,1
looping,visualwebarena,B3,B3_T1_C1p0_cw_none,5,172,0.7098058392167701,False,2
looping,visualwebarena,B3,B3_T1_C10p0_cw_none,5,172,0.7165127196268706,False,3
looping,visualwebarena,B3,B3_T1_C0p1_cw_balanced,5,172,0.7082114521803454,False,4
looping,visualwebarena,B3,B3_T1_C1p0_cw_balanced,5,172,0.7092517067313607,False,5
looping,visualwebarena,B3,B3_T1_C10p0_cw_balanced,5,172,0.7168661454961405,False,6
looping,visualwebarena,B3,B3_T2_C0p1_cw_none,5,172,0.7015038501982387,False,7
looping,visualwebarena,B3,B3_T2_C1p0_cw_none,5,172,0.7246537749388223,False,8
looping,visualwebarena,B3,B3_T2_C10p0_cw_none,5,172,0.7321077419652049,False,9
looping,visualwebarena,B3,B3_T2_C0p1_cw_balanced,5,172,0.7106853609405814,False,10
looping,visualwebarena,B3,B3_T2_C1p0_cw_balanced,5,172,0.7316825593309735,False,11
looping,visualwebarena,B3,B3_T2_C10p0_cw_balanced,5,172,0.7324729113586275,True,12
looping,webarena,B0,B0_most_frequent,5,108,0.5018518518518519,True,1
looping,webarena,B1,B1_prior,5,108,0.5018518518518519,True,1
looping,webarena,B2,B2_C0p1_cw_none,5,108,0.9029912464409513,False,1
looping,webarena,B2,B2_C1p0_cw_none,5,108,0.9286406009914545,False,2
looping,webarena,B2,B2_C10p0_cw_none,5,108,0.9300734786259078,False,3
looping,webarena,B2,B2_C0p1_cw_balanced,5,108,0.9029912464409513,False,4
looping,webarena,B2,B2_C1p0_cw_balanced,5,108,0.9286406009914545,False,5
looping,webarena,B2,B2_C10p0_cw_balanced,5,108,0.9306556550701532,True,6
looping,webarena,B3,B3_T1_C0p1_cw_none,5,108,0.7101626988257034,False,1
looping,webarena,B3,B3_T1_C1p0_cw_none,5,108,0.7325250572859523,False,2
looping,webarena,B3,B3_T1_C10p0_cw_none,5,108,0.7687278277960988,False,3
looping,webarena,B3,B3_T1_C0p1_cw_balanced,5,108,0.7181152813004205,False,4
looping,webarena,B3,B3_T1_C1p0_cw_balanced,5,108,0.7371881949538565,False,5
looping,webarena,B3,B3_T1_C10p0_cw_balanced,5,108,0.7718006307212274,True,6
looping,webarena,B3,B3_T2_C0p1_cw_none,5,108,0.7130912573070646,False,7
looping,webarena,B3,B3_T2_C1p0_cw_none,5,108,0.7390575404221359,False,8
looping,webarena,B3,B3_T2_C10p0_cw_none,5,108,0.7577151671846781,False,9
looping,webarena,B3,B3_T2_C0p1_cw_balanced,5,108,0.7166938758940657,False,10
looping,webarena,B3,B3_T2_C1p0_cw_balanced,5,108,0.7387664098070906,False,11
looping,webarena,B3,B3_T2_C10p0_cw_balanced,5,108,0.7585514722239154,False,12
looping,workarena,B0,B0_most_frequent,5,136,0.40441176470588236,True,1
looping,workarena,B1,B1_prior,5,136,0.378679515984949,True,1
looping,workarena,B2,B2_C0p1_cw_none,5,136,0.8474888615514552,False,1
looping,workarena,B2,B2_C1p0_cw_none,5,136,0.8245610217752115,False,2
looping,workarena,B2,B2_C10p0_cw_none,5,136,0.8168396782516834,False,3
looping,workarena,B2,B2_C0p1_cw_balanced,5,136,0.8562751613590762,True,4
looping,workarena,B2,B2_C1p0_cw_balanced,5,136,0.8207014089515882,False,5
looping,workarena,B2,B2_C10p0_cw_balanced,5,136,0.8175463300351422,False,6
looping,workarena,B3,B3_T1_C0p1_cw_none,5,136,0.5114831259135832,False,1
looping,workarena,B3,B3_T1_C1p0_cw_none,5,136,0.5388264348266734,False,2
looping,workarena,B3,B3_T1_C10p0_cw_none,5,136,0.550275122519846,False,3
looping,workarena,B3,B3_T1_C0p1_cw_balanced,5,136,0.5182942423787025,False,4
looping,workarena,B3,B3_T1_C1p0_cw_balanced,5,136,0.5393092340153741,False,5
looping,workarena,B3,B3_T1_C10p0_cw_balanced,5,136,0.5512202662240722,True,6
looping,workarena,B3,B3_T2_C0p1_cw_none,5,136,0.5048646673536112,False,7
looping,workarena,B3,B3_T2_C1p0_cw_none,5,136,0.5248855201666605,False,8
looping,workarena,B3,B3_T2_C10p0_cw_none,5,136,0.5340607151971983,False,9
looping,workarena,B3,B3_T2_C0p1_cw_balanced,5,136,0.5168118594388459,False,10
looping,workarena,B3,B3_T2_C1p0_cw_balanced,5,136,0.5240839420365622,False,11
looping,workarena,B3,B3_T2_C10p0_cw_balanced,5,136,0.5324142033311258,False,12
