target,held_out_group,baseline_id,selected_config_id,threshold,inner_f1,inner_precision,inner_recall,selected
success,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.3,0.5,0.3584905660377358,0.8260869565217391,False
success,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.35,0.5441176470588235,0.4111111111111111,0.8043478260869565,True
success,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.4,0.5166666666666667,0.4189189189189189,0.6739130434782609,False
success,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.45,0.5436893203883495,0.49122807017543857,0.6086956521739131,False
success,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.5,0.4827586206896552,0.5121951219512195,0.45652173913043476,False
success,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.55,0.5063291139240507,0.6060606060606061,0.43478260869565216,False
success,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.6,0.4507042253521127,0.64,0.34782608695652173,False
success,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.65,0.44776119402985076,0.7142857142857143,0.32608695652173914,False
success,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.7,0.3448275862068966,0.8333333333333334,0.21739130434782608,False
success,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.75,0.25925925925925924,0.875,0.15217391304347827,False
success,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.8,0.12,0.75,0.06521739130434782,False
success,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.85,0.0425531914893617,1.0,0.021739130434782608,False
success,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.9,0.0,0.0,0.0,False
success,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.95,0.0,0.0,0.0,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.05,0.46808510638297873,0.3055555555555556,1.0,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.1,0.46808510638297873,0.3055555555555556,1.0,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.15,0.4782608695652174,0.3142857142857143,1.0,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.2,0.5076923076923077,0.3402061855670103,1.0,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.25,0.5299145299145299,0.36904761904761907,0.9393939393939394,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.3,0.5346534653465347,0.39705882352941174,0.8181818181818182,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.35,0.6190476190476191,0.5098039215686274,0.7878787878787878,True
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.4,0.5822784810126582,0.5,0.696969696969697,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.45,0.5797101449275363,0.5555555555555556,0.6060606060606061,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.5,0.5333333333333333,0.5925925925925926,0.48484848484848486,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.55,0.5660377358490566,0.75,0.45454545454545453,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.6,0.5,0.8,0.36363636363636365,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.65,0.4782608695652174,0.8461538461538461,0.3333333333333333,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.7,0.2926829268292683,0.75,0.18181818181818182,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.75,0.25,0.7142857142857143,0.15151515151515152,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.8,0.1111111111111111,0.6666666666666666,0.06060606060606061,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.85,0.0,0.0,0.0,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.9,0.0,0.0,0.0,False
success,webarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.95,0.0,0.0,0.0,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.05,0.45614035087719296,0.29545454545454547,1.0,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.1,0.45614035087719296,0.29545454545454547,1.0,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.15,0.45614035087719296,0.29545454545454547,1.0,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.2,0.45614035087719296,0.29545454545454547,1.0,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.25,0.45614035087719296,0.29545454545454547,1.0,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.3,0.45614035087719296,0.29545454545454547,1.0,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.35,0.4523809523809524,0.29457364341085274,0.9743589743589743,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.4,0.4444444444444444,0.3047619047619048,0.8205128205128205,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.45,0.5233644859813084,0.4117647058823529,0.717948717948718,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.5,0.5411764705882353,0.5,0.5897435897435898,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.55,0.5538461538461539,0.6923076923076923,0.46153846153846156,True
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.6,0.09090909090909091,0.4,0.05128205128205128,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.65,0.0,0.0,0.0,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.7,0.0,0.0,0.0,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.75,0.0,0.0,0.0,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.8,0.0,0.0,0.0,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.85,0.0,0.0,0.0,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.9,0.0,0.0,0.0,False
success,workarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.95,0.0,0.0,0.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.05,0.22429906542056074,0.12631578947368421,1.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.1,0.2702702702702703,0.2,0.4166666666666667,True
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.15,0.10526315789473684,0.14285714285714285,0.08333333333333333,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.2,0.0,0.0,0.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.25,0.0,0.0,0.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.3,0.0,0.0,0.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.35,0.0,0.0,0.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.4,0.0,0.0,0.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.45,0.0,0.0,0.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.5,0.0,0.0,0.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.55,0.0,0.0,0.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.6,0.0,0.0,0.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.65,0.0,0.0,0.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.7,0.0,0.0,0.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.75,0.0,0.0,0.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.8,0.0,0.0,0.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.85,0.0,0.0,0.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.9,0.0,0.0,0.0,False
side_effect,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_none,0.95,0.0,0.0,0.0,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.05,0.11049723756906077,0.05847953216374269,1.0,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.1,0.11049723756906077,0.05847953216374269,1.0,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.15,0.11049723756906077,0.05847953216374269,1.0,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.2,0.11049723756906077,0.05847953216374269,1.0,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.25,0.11049723756906077,0.05847953216374269,1.0,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.3,0.11904761904761904,0.06329113924050633,1.0,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.35,0.16260162601626016,0.08849557522123894,1.0,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.4,0.2,0.11428571428571428,0.8,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.45,0.2553191489361702,0.16216216216216217,0.6,True
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.5,0.21052631578947367,0.2222222222222222,0.2,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.55,0.0,0.0,0.0,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.6,0.0,0.0,0.0,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.65,0.0,0.0,0.0,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.7,0.0,0.0,0.0,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.75,0.0,0.0,0.0,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.8,0.0,0.0,0.0,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.85,0.0,0.0,0.0,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.9,0.0,0.0,0.0,False
side_effect,visualwebarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.95,0.0,0.0,0.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.05,0.07142857142857142,0.037037037037037035,1.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.1,0.07142857142857142,0.037037037037037035,1.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.15,0.07142857142857142,0.037037037037037035,1.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.2,0.07142857142857142,0.037037037037037035,1.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.25,0.07207207207207207,0.037383177570093455,1.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.3,0.07692307692307693,0.04,1.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.35,0.09523809523809523,0.05,1.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.4,0.12903225806451613,0.06896551724137931,1.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.45,0.22857142857142856,0.12903225806451613,1.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.5,0.5454545454545454,0.42857142857142855,0.75,True
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.55,0.4,1.0,0.25,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.6,0.0,0.0,0.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.65,0.0,0.0,0.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.7,0.0,0.0,0.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.75,0.0,0.0,0.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.8,0.0,0.0,0.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.85,0.0,0.0,0.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.9,0.0,0.0,0.0,False
side_effect,webarena,B4_dense_embedding_lr,B4_C1p0_cw_balanced,0.95,0.0,0.0,0.0,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.05,0.1388888888888889,0.07462686567164178,1.0,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.1,0.15151515151515152,0.08196721311475409,1.0,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.15,0.18018018018018017,0.09900990099009901,1.0,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.2,0.18181818181818182,0.10112359550561797,0.9,True
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.25,0.1518987341772152,0.08695652173913043,0.6,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.3,0.15384615384615385,0.09090909090909091,0.5,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.35,0.16666666666666666,0.10526315789473684,0.4,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.4,0.12121212121212122,0.08695652173913043,0.2,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.45,0.08,0.06666666666666667,0.1,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.5,0.1,0.1,0.1,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.55,0.14285714285714285,0.25,0.1,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.6,0.0,0.0,0.0,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.65,0.0,0.0,0.0,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.7,0.0,0.0,0.0,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.75,0.0,0.0,0.0,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.8,0.0,0.0,0.0,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.85,0.0,0.0,0.0,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.9,0.0,0.0,0.0,False
side_effect,workarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.95,0.0,0.0,0.0,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.05,0.6721991701244814,0.50625,1.0,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.1,0.7431192660550459,0.5912408759124088,1.0,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.15,0.7941176470588235,0.6585365853658537,1.0,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.2,0.7941176470588235,0.6585365853658537,1.0,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.25,0.7941176470588235,0.6585365853658537,1.0,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.3,0.7920792079207921,0.6611570247933884,0.9876543209876543,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.35,0.8040201005025126,0.6779661016949152,0.9876543209876543,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.4,0.8144329896907216,0.6991150442477876,0.9753086419753086,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.45,0.8042328042328042,0.7037037037037037,0.9382716049382716,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.5,0.8156424581005587,0.7448979591836735,0.9012345679012346,True
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.55,0.8,0.7446808510638298,0.8641975308641975,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.6,0.8047337278106509,0.7727272727272727,0.8395061728395061,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.65,0.7450980392156863,0.7916666666666666,0.7037037037037037,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.7,0.6857142857142857,0.8135593220338984,0.5925925925925926,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.75,0.5546218487394958,0.868421052631579,0.4074074074074074,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.8,0.44036697247706424,0.8571428571428571,0.2962962962962963,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.85,0.2736842105263158,0.9285714285714286,0.16049382716049382,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.9,0.11627906976744186,1.0,0.06172839506172839,False
looping,assistantbench,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.95,0.0,0.0,0.0,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.05,0.6692913385826772,0.5029585798816568,1.0,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.1,0.7623318385650224,0.6159420289855072,1.0,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.15,0.8056872037914692,0.6746031746031746,1.0,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.2,0.8095238095238095,0.68,1.0,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.25,0.821256038647343,0.6967213114754098,1.0,True
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.3,0.8137254901960784,0.6974789915966386,0.9764705882352941,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.35,0.8118811881188119,0.7008547008547008,0.9647058823529412,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.4,0.82,0.7130434782608696,0.9647058823529412,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.45,0.8140703517587939,0.7105263157894737,0.9529411764705882,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.5,0.8102564102564103,0.7181818181818181,0.9294117647058824,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.55,0.7934782608695652,0.7373737373737373,0.8588235294117647,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.6,0.7906976744186046,0.7816091954022989,0.8,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.65,0.7407407407407407,0.7792207792207793,0.7058823529411765,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.7,0.6711409395973155,0.78125,0.5882352941176471,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.75,0.5384615384615384,0.7777777777777778,0.4117647058823529,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.8,0.43859649122807015,0.8620689655172413,0.29411764705882354,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.85,0.25742574257425743,0.8125,0.15294117647058825,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.9,0.023255813953488372,1.0,0.011764705882352941,False
looping,visualwebarena,B4_dense_embedding_lr,B4_C10p0_cw_balanced,0.95,0.0,0.0,0.0,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.05,0.6748466257668712,0.5092592592592593,1.0,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.1,0.7051282051282052,0.5445544554455446,1.0,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.15,0.7638888888888888,0.6179775280898876,1.0,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.2,0.8029197080291971,0.6707317073170732,1.0,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.25,0.8029197080291971,0.6707317073170732,1.0,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.3,0.8029197080291971,0.6707317073170732,1.0,True
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.35,0.7941176470588235,0.6666666666666666,0.9818181818181818,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.4,0.7941176470588235,0.6666666666666666,0.9818181818181818,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.45,0.7969924812030075,0.6794871794871795,0.9636363636363636,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.5,0.7936507936507936,0.704225352112676,0.9090909090909091,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.55,0.7666666666666667,0.7076923076923077,0.8363636363636363,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.6,0.7037037037037037,0.7169811320754716,0.6909090909090909,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.65,0.673469387755102,0.7674418604651163,0.6,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.7,0.5581395348837209,0.7741935483870968,0.43636363636363634,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.75,0.47368421052631576,0.8571428571428571,0.32727272727272727,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.8,0.37142857142857144,0.8666666666666667,0.23636363636363636,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.85,0.13559322033898305,1.0,0.07272727272727272,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.9,0.0,0.0,0.0,False
looping,webarena,B4_dense_embedding_lr,B4_C10p0_cw_none,0.95,0.0,0.0,0.0,False
looping,workarena,B4_dense_embedding_lr,B4_C0p1_cw_balanced,0.05,0.5759162303664922,0.40441176470588236,1.0,False
looping,workarena,B4_dense_embedding_lr,B4_C0p1_cw_balanced,0.1,0.5759162303664922,0.40441176470588236,1.0,False
looping,workarena,B4_dense_embedding_lr,B4_C0p1_cw_balanced,0.15,0.5759162303664922,0.40441176470588236,1.0,False
looping,workarena,B4_dense_embedding_lr,B4_C0p1_cw_balanced,0.2,0.5759162303664922,0.40441176470588236,1.0,False
looping,workarena,B4_dense_embedding_lr,B4_C0p1_cw_balanced,0.25,0.5759162303664922,0.40441176470588236,1.0,False
looping,workarena,B4_dense_embedding_lr,B4_C0p1_cw_balanced,0.3,0.5759162303664922,0.40441176470588236,1.0,False
looping,workarena,B4_dense_embedding_lr,B4_C0p1_cw_balanced,0.35,0.5759162303664922,0.40441176470588236,1.0,False
looping,workarena,B4_dense_embedding_lr,B4_C0p1_cw_balanced,0.4,0.5759162303664922,0.40441176470588236,1.0,False
looping,workarena,B4_dense_embedding_lr,B4_C0p1_cw_balanced,0.45,0.5789473684210527,0.4074074074074074,1.0,False
looping,workarena,B4_dense_embedding_lr,B4_C0p1_cw_balanced,0.5,0.8125,0.7123287671232876,0.9454545454545454,True
looping,workarena,B4_dense_embedding_lr,B4_C0p1_cw_balanced,0.55,0.07017543859649122,1.0,0.03636363636363636,False
looping,workarena,B4_dense_embedding_lr,B4_C0p1_cw_balanced,0.6,0.0,0.0,0.0,False
looping,workarena,B4_dense_embedding_lr,B4_C0p1_cw_balanced,0.65,0.0,0.0,0.0,False
looping,workarena,B4_dense_embedding_lr,B4_C0p1_cw_balanced,0.7,0.0,0.0,0.0,False
looping,workarena,B4_dense_embedding_lr,B4_C0p1_cw_balanced,0.75,0.0,0.0,0.0,False
