evidence_id,stage,evidence_type,target,artifact_path,artifact_sha256,commit,metric_name,metric_value,uncertainty,sample_n,task_group_n,benchmark_scope,model_scope,claim_role,scientific_status,notes
E_PROV_A16,A1.6,INTEGRITY,all,artifacts/a1_6_run_summary.json,b562c9f6535fe840c5c526463681d355c2f72041ebaee6099e5096047ea10ed9,040d081d3359f75f1303f4c24d7f8be79b5da75d,stage_determination,PASS_WITH_CONDITIONS,,170000 primary draw-metric rows from frozen predictions,,frozen stage scope,frozen stage scope,provenance,INTEGRITY_ONLY,determination=PASS_WITH_CONDITIONS; taskbook=docs/tasks/STAGE_A1_6_RUN_GROUP_AWARE_BOOTSTRAP.md; report=docs/stage_a1_6_group_aware_bootstrap_report.md; preregistration_commit=d7b851c48581a6c7c6220ab0dfc851b92a32162e; result_commit=040d081d3359f75f1303f4c24d7f8be79b5da75d; fix_commits=none; conclusion=Success/Looping positive LOBO signals stable; several paired differences uncertain.; warnings=Side Effect remains support-diagnostic with invalid sparse-domain draws.
E_PROV_A17,A1.7,INTEGRITY,all,artifacts/a1_7_run_summary.json,48566eac5f40ff956bb7b5ccdc33ecf167a3279fe3c17cf3e39d299189eaff0e,e24066fa27c027c60e2ac35b8305ea3d4a585493,stage_determination,PASS_WITH_CONDITIONS,,196 shared embeddings; 583 external predictions,,frozen stage scope,frozen stage scope,provenance,INTEGRITY_ONLY,determination=PASS_WITH_CONDITIONS; taskbook=docs/tasks/STAGE_A1_7_RUN_FROZEN_DENSE_SEMANTIC_BASELINE.md; report=docs/stage_a1_7_frozen_dense_semantic_baseline_report.md; preregistration_commit=e776c16710fd18c1462808a044f911e40061c5c3; result_commit=e24066fa27c027c60e2ac35b8305ea3d4a585493; fix_commits=676ab5efe4f05a2cd5552421510058e5d7553859;362a45917e403be7aacb54359aac2537473508fb; conclusion=Dense semantic Success signal exists without clear incremental AP gain over B2/B3.; warnings=Side Effect has 12 positives; all relative representation claims remain dev-only.
E_PROV_A18,A1.8,INTEGRITY,all,artifacts/a1_8_run_summary.json,457928bf9f2a9ed4903cb329efe8809f6f1fb400e8a739e961f35c960de7c08d,ddc3f9b6ef89ada12b7393fc31c5b57dbb7118f0,stage_determination,PASS_WITH_CONDITIONS,,55 evidence rows; 14 claim rows; 277 report/artifact values checked,,frozen stage scope,frozen stage scope,provenance,INTEGRITY_ONLY,determination=PASS_WITH_CONDITIONS; taskbook=docs/tasks/STAGE_A1_8_EVIDENCE_AUDIT_AND_PAPER_CLAIM_MATRIX.md; report=docs/stage_a1_8_evidence_audit_report.md; preregistration_commit=d2f0b84c6247c95cc599b28784c5a2db10ad947f; result_commit=ddc3f9b6ef89ada12b7393fc31c5b57dbb7118f0; fix_commits=a7406bcc2e4fe885c02a0024243abfa6fee8fb61; conclusion=Dev evidence and claim boundaries frozen before final-method selection.; warnings=Side Effect descriptive/exploratory; A1.4 model-only transfer only.
E_PROV_A19,A1.9,METHOD_FREEZE,all,artifacts/a1_9_run_summary.json,3dd5e65c0e5ba022065f20d71131cb7b22c160375d1d093007091f3796e43f3a,8f96a6f032ee9b4dd0272164d60230303612043b,stage_determination,PASS_WITH_CONDITIONS,,583 selected OOF rows; three frozen final models,,frozen stage scope,frozen stage scope,provenance,INTEGRITY_ONLY,"determination=PASS_WITH_CONDITIONS; taskbook=docs/tasks/STAGE_A1_9_FINAL_METHOD_FREEZE_AND_TEST_PREREGISTRATION.md; report=docs/stage_a1_9_final_method_freeze_report.md; preregistration_commit=4944df46be45d8ad52d57a051e04b59c4a1a82ee; result_commit=8f96a6f032ee9b4dd0272164d60230303612043b; fix_commits=none; conclusion=Success B2, Looping B2, and exploratory Side Effect B4 frozen before test.; warnings=Dev-only comparisons cannot be upgraded by official test outcomes."
E_PROV_A110a,A1.10a,INTEGRITY,all,artifacts/a1_10a_run_summary.json,d314cc0e0c0d028b9e02fc4995e0a7de036f761383018b0d456d9830cf57ab69,cead3cbaa362da4a9918dab32e41b58fffb987d9,stage_determination,PASS,,1106 test trajectories; 3318 blind trajectory-target predictions,,frozen stage scope,frozen stage scope,provenance,INTEGRITY_ONLY,"determination=PASS; taskbook=docs/tasks/STAGE_A1_10_BLIND_FIRST_OFFICIAL_TEST_EVALUATION.md; report=docs/stage_a1_10a_blind_test_inference_report.md; preregistration_commit=d32f9e215f27425ce907493344e4c65c835e91f6; result_commit=cead3cbaa362da4a9918dab32e41b58fffb987d9; fix_commits=100966969bf36c968051dea7fbbb675c1814b7cd; conclusion=Blind predictions committed before any label, eligibility, or metric access.; warnings=Startup dependency failure was fixed before model load and all embedding work restarted."
E_PROV_A110b,A1.10b,BLIND_TEST,all,artifacts/a1_10_run_summary.json,523c9d01fd60d2d35fb083011a6f30ebc8dbfb9fb265ecf4753d81c6040a4ed2,53d81eb17e1be52e55489f5fbdf1f72018c5a349,stage_determination,PASS,,3318 joined rows; 30000 frozen bootstrap draw rows,,frozen stage scope,frozen stage scope,provenance,INTEGRITY_ONLY,determination=PASS; taskbook=docs/tasks/STAGE_A1_10_BLIND_FIRST_OFFICIAL_TEST_EVALUATION.md; report=docs/stage_a1_10_official_test_evaluation_report.md; preregistration_commit=042866147e7b4a0c930eeb120d6e642cb34773a7; result_commit=53d81eb17e1be52e55489f5fbdf1f72018c5a349; fix_commits=3f0bc4da460652a74ae4767ff6d482fd4116ec9f;85cb71a49c9c25c9284562afad751f975d787608; conclusion=Success and Looping confirmed within evaluated families; Side Effect exploratory.; warnings=Per-benchmark results descriptive only; no unseen-benchmark or joint OOD claim.
E_A12_SUCCESS_B2_POOLED_AP,A1.2,DEV_BASELINE,success,artifacts/a1_2_pooled_metrics.csv,8ce01c2be0cf73e94c1a5fc085d28d92fd57bf40f450e4dfbd33f8912d5713bc,179ce02640a8e6e15411348b57fd8d7725047364,pooled AP,0.5460325657667283,,192,,grouped five-fold official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=target=success;baseline_id=B2; support_role=secondary; pooled F1=0.6; AP lift=0.243949232433395; provisional dev signal only
E_A12_SUCCESS_B3_POOLED_AP,A1.2,DEV_BASELINE,success,artifacts/a1_2_pooled_metrics.csv,8ce01c2be0cf73e94c1a5fc085d28d92fd57bf40f450e4dfbd33f8912d5713bc,179ce02640a8e6e15411348b57fd8d7725047364,pooled AP,0.3542397136544174,,192,,grouped five-fold official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=target=success;baseline_id=B3; support_role=secondary; pooled F1=0.4093567251461988; AP lift=0.052156380321084106; provisional dev signal only
E_A12_SIDE_EFFECT_B2_POOLED_AP,A1.2,DEV_BASELINE,side_effect,artifacts/a1_2_pooled_metrics.csv,8ce01c2be0cf73e94c1a5fc085d28d92fd57bf40f450e4dfbd33f8912d5713bc,179ce02640a8e6e15411348b57fd8d7725047364,pooled AP,0.0713462143994289,,195,,grouped five-fold official dev,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=target=side_effect;baseline_id=B2; support_role=diagnostic; pooled F1=0.10869565217391304; AP lift=0.009807752860967356; provisional dev signal only
E_A12_SIDE_EFFECT_B3_POOLED_AP,A1.2,DEV_BASELINE,side_effect,artifacts/a1_2_pooled_metrics.csv,8ce01c2be0cf73e94c1a5fc085d28d92fd57bf40f450e4dfbd33f8912d5713bc,179ce02640a8e6e15411348b57fd8d7725047364,pooled AP,0.2256074459108069,,195,,grouped five-fold official dev,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=target=side_effect;baseline_id=B3; support_role=diagnostic; pooled F1=0.375; AP lift=0.16406898437234535; provisional dev signal only
E_A12_LOOPING_B2_POOLED_AP,A1.2,DEV_BASELINE,looping,artifacts/a1_2_pooled_metrics.csv,8ce01c2be0cf73e94c1a5fc085d28d92fd57bf40f450e4dfbd33f8912d5713bc,179ce02640a8e6e15411348b57fd8d7725047364,pooled AP,0.9045369820471402,,196,,grouped five-fold official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=target=looping;baseline_id=B2; support_role=secondary; pooled F1=0.8944723618090452; AP lift=0.43514922694509933; provisional dev signal only
E_A12_LOOPING_B3_POOLED_AP,A1.2,DEV_BASELINE,looping,artifacts/a1_2_pooled_metrics.csv,8ce01c2be0cf73e94c1a5fc085d28d92fd57bf40f450e4dfbd33f8912d5713bc,179ce02640a8e6e15411348b57fd8d7725047364,pooled AP,0.6323064085195023,,196,,grouped five-fold official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=target=looping;baseline_id=B3; support_role=secondary; pooled F1=0.6606334841628959; AP lift=0.16291865341746142; provisional dev signal only
E_A13_SUCCESS_B2_MACRO_AP,A1.3,LOBO,success,artifacts/a1_3_lobo_macro_metrics.csv,cee5105e4049a1f113995b225d366f938e56d787e274e96d0b0444bb6b472ec6,346bb4b3d4a90fc51c1e099618c3b7592fa76b99,macro AP,0.4798096424543246,,192,,primary four-family LOBO on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=target=success;baseline_id=B2; support_role=primary; macro F1=0.5173043038079567; macro AP lift=0.18040488054956272; valid domains=4; excluded single-class=0
E_A13_SUCCESS_B3_MACRO_AP,A1.3,LOBO,success,artifacts/a1_3_lobo_macro_metrics.csv,cee5105e4049a1f113995b225d366f938e56d787e274e96d0b0444bb6b472ec6,346bb4b3d4a90fc51c1e099618c3b7592fa76b99,macro AP,0.42285687836068825,,192,,primary four-family LOBO on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=target=success;baseline_id=B3; support_role=secondary; macro F1=0.39194451668309677; macro AP lift=0.12345211645592635; valid domains=4; excluded single-class=0
E_A13_SIDE_EFFECT_B2_MACRO_AP,A1.3,LOBO,side_effect,artifacts/a1_3_lobo_macro_metrics.csv,cee5105e4049a1f113995b225d366f938e56d787e274e96d0b0444bb6b472ec6,346bb4b3d4a90fc51c1e099618c3b7592fa76b99,macro AP,0.06044294222122107,,195,,primary four-family LOBO on official dev,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=target=side_effect;baseline_id=B2; support_role=diagnostic; macro F1=0.0698005698005698; macro AP lift=-0.009097287663836396; valid domains=3; excluded single-class=1
E_A13_SIDE_EFFECT_B3_MACRO_AP,A1.3,LOBO,side_effect,artifacts/a1_3_lobo_macro_metrics.csv,cee5105e4049a1f113995b225d366f938e56d787e274e96d0b0444bb6b472ec6,346bb4b3d4a90fc51c1e099618c3b7592fa76b99,macro AP,0.11194123811143843,,195,,primary four-family LOBO on official dev,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=target=side_effect;baseline_id=B3; support_role=diagnostic; macro F1=0.11674641148325358; macro AP lift=0.04240100822638096; valid domains=3; excluded single-class=1
E_A13_LOOPING_B2_MACRO_AP,A1.3,LOBO,looping,artifacts/a1_3_lobo_macro_metrics.csv,cee5105e4049a1f113995b225d366f938e56d787e274e96d0b0444bb6b472ec6,346bb4b3d4a90fc51c1e099618c3b7592fa76b99,macro AP,0.8508412981380737,,196,,primary four-family LOBO on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=target=looping;baseline_id=B2; support_role=primary; macro F1=0.8645200477871592; macro AP lift=0.4040609951077707; valid domains=4; excluded single-class=0
E_A13_LOOPING_B3_MACRO_AP,A1.3,LOBO,looping,artifacts/a1_3_lobo_macro_metrics.csv,cee5105e4049a1f113995b225d366f938e56d787e274e96d0b0444bb6b472ec6,346bb4b3d4a90fc51c1e099618c3b7592fa76b99,macro AP,0.7041972996375203,,196,,primary four-family LOBO on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=target=looping;baseline_id=B3; support_role=secondary; macro F1=0.6308659815536469; macro AP lift=0.25741699660721723; valid domains=4; excluded single-class=0
E_A14_SUCCESS_B3_MODEL_MACRO_AP,A1.4,MODEL_TRANSFER,success,artifacts/a1_4_lomo_macro_metrics.csv,4b9bbefa14ace53daa954a25a7efcaa92e85ef26b7c0dafd3d0d5c2b7c9a617d,91e6b195dc63bae8c82728a126945abd0d5d2b68,all-model macro AP,0.8604552991594263,,192,,held-out Agent model with underlying tasks represented in training,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=target=success;baseline_id=B3; support_role=exploratory; all-model macro F1=0.7414182475158084; external task-group counterpart rate=1.0; not joint task-model OOD
E_A14_SIDE_EFFECT_B3_MODEL_MACRO_AP,A1.4,MODEL_TRANSFER,side_effect,artifacts/a1_4_lomo_macro_metrics.csv,4b9bbefa14ace53daa954a25a7efcaa92e85ef26b7c0dafd3d0d5c2b7c9a617d,91e6b195dc63bae8c82728a126945abd0d5d2b68,all-model macro AP,0.6226307189542484,,195,,held-out Agent model with underlying tasks represented in training,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=target=side_effect;baseline_id=B3; support_role=exploratory; all-model macro F1=0.3819444444444444; external task-group counterpart rate=1.0; not joint task-model OOD
E_A14_LOOPING_B2_MODEL_MACRO_AP,A1.4,MODEL_TRANSFER,looping,artifacts/a1_4_lomo_macro_metrics.csv,4b9bbefa14ace53daa954a25a7efcaa92e85ef26b7c0dafd3d0d5c2b7c9a617d,91e6b195dc63bae8c82728a126945abd0d5d2b68,all-model macro AP,0.9145954551921753,,196,,held-out Agent model with underlying tasks represented in training,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=target=looping;baseline_id=B2; support_role=exploratory; all-model macro F1=0.8959696217760734; external task-group counterpart rate=1.0; not joint task-model OOD
E_A15_SUCCESS_S0_FULL13_MACRO_AP,A1.5,ABLATION,success,artifacts/a1_5_macro_metrics.csv;artifacts/a1_5_structural_ablation_deltas.csv,artifacts/a1_5_macro_metrics.csv=30de6ad6fef1ab5f748a131603d128bd1eb13a1059ac633767e0d7d795a930fe;artifacts/a1_5_structural_ablation_deltas.csv=4c5c6a6acd818800f5456c5a1cea816a72fa1938d86e641bb9a17d6c80317abf,e4fd9aba83cc6ed3b01b1f624c666b6cc7fce3ca,macro AP,0.4798096424543246,,192,,primary four-family LOBO structural ablations on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=target=success;variant_id=S0_full13; support_role=primary; macro delta AP=0.0; pooled delta AP=0.0; retained AP-lift ratio=1.0; descriptive non-causal ablation
E_A15_SUCCESS_S1_NO_TERMINATION_MACRO_AP,A1.5,ABLATION,success,artifacts/a1_5_macro_metrics.csv;artifacts/a1_5_structural_ablation_deltas.csv,artifacts/a1_5_macro_metrics.csv=30de6ad6fef1ab5f748a131603d128bd1eb13a1059ac633767e0d7d795a930fe;artifacts/a1_5_structural_ablation_deltas.csv=4c5c6a6acd818800f5456c5a1cea816a72fa1938d86e641bb9a17d6c80317abf,e4fd9aba83cc6ed3b01b1f624c666b6cc7fce3ca,macro AP,0.5181580179647153,,192,,primary four-family LOBO structural ablations on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=target=success;variant_id=S1_no_termination; support_role=primary; macro delta AP=0.038348375510390664; pooled delta AP=-0.034938617631940505; retained AP-lift ratio=0.7806465823697928; descriptive non-causal ablation
E_A15_SUCCESS_S6_TERMINATION_REPETITION_ONLY_MACRO_AP,A1.5,ABLATION,success,artifacts/a1_5_macro_metrics.csv;artifacts/a1_5_structural_ablation_deltas.csv,artifacts/a1_5_macro_metrics.csv=30de6ad6fef1ab5f748a131603d128bd1eb13a1059ac633767e0d7d795a930fe;artifacts/a1_5_structural_ablation_deltas.csv=4c5c6a6acd818800f5456c5a1cea816a72fa1938d86e641bb9a17d6c80317abf,e4fd9aba83cc6ed3b01b1f624c666b6cc7fce3ca,macro AP,0.5115987974378046,,192,,primary four-family LOBO structural ablations on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=target=success;variant_id=S6_termination_repetition_only; support_role=secondary; macro delta AP=0.03178915498347995; pooled delta AP=-0.015252000187100656; retained AP-lift ratio=0.9042441117166984; descriptive non-causal ablation
E_A15_SIDE_EFFECT_S0_FULL13_MACRO_AP,A1.5,ABLATION,side_effect,artifacts/a1_5_macro_metrics.csv;artifacts/a1_5_structural_ablation_deltas.csv,artifacts/a1_5_macro_metrics.csv=30de6ad6fef1ab5f748a131603d128bd1eb13a1059ac633767e0d7d795a930fe;artifacts/a1_5_structural_ablation_deltas.csv=4c5c6a6acd818800f5456c5a1cea816a72fa1938d86e641bb9a17d6c80317abf,e4fd9aba83cc6ed3b01b1f624c666b6cc7fce3ca,macro AP,0.06044294222122107,,195,,primary four-family LOBO structural ablations on official dev,frozen dev Agent models,exploratory_dev,DEV_ONLY,source_row_key=target=side_effect;variant_id=S0_full13; support_role=diagnostic; macro delta AP=0.0; pooled delta AP=0.0; retained AP-lift ratio=NA; descriptive non-causal ablation
E_A15_LOOPING_S0_FULL13_MACRO_AP,A1.5,ABLATION,looping,artifacts/a1_5_macro_metrics.csv;artifacts/a1_5_structural_ablation_deltas.csv,artifacts/a1_5_macro_metrics.csv=30de6ad6fef1ab5f748a131603d128bd1eb13a1059ac633767e0d7d795a930fe;artifacts/a1_5_structural_ablation_deltas.csv=4c5c6a6acd818800f5456c5a1cea816a72fa1938d86e641bb9a17d6c80317abf,e4fd9aba83cc6ed3b01b1f624c666b6cc7fce3ca,macro AP,0.8508412981380737,,196,,primary four-family LOBO structural ablations on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=target=looping;variant_id=S0_full13; support_role=primary; macro delta AP=0.0; pooled delta AP=0.0; retained AP-lift ratio=1.0; descriptive non-causal ablation
E_A15_LOOPING_S2_NO_REPETITION_MACRO_AP,A1.5,ABLATION,looping,artifacts/a1_5_macro_metrics.csv;artifacts/a1_5_structural_ablation_deltas.csv,artifacts/a1_5_macro_metrics.csv=30de6ad6fef1ab5f748a131603d128bd1eb13a1059ac633767e0d7d795a930fe;artifacts/a1_5_structural_ablation_deltas.csv=4c5c6a6acd818800f5456c5a1cea816a72fa1938d86e641bb9a17d6c80317abf,e4fd9aba83cc6ed3b01b1f624c666b6cc7fce3ca,macro AP,0.8191435228896013,,196,,primary four-family LOBO structural ablations on official dev,frozen dev Agent models,dev_only,DEV_ONLY,source_row_key=target=looping;variant_id=S2_no_repetition; support_role=primary; macro delta AP=-0.03169777524847239; pooled delta AP=-0.04233232096223949; retained AP-lift ratio=0.8845435369934274; descriptive non-causal ablation
