target,held_out_model,baseline_id,config_id,inner_n_splits,inner_oof_size,inner_oof_pr_auc,selected,tie_break_rank
success,GenericAgent-gpt-4o-2024-11-20,B3,B3_T2_C1p0_cw_balanced,5,145,0.4608051789607218,False,11
success,GenericAgent-gpt-4o-2024-11-20,B3,B3_T2_C10p0_cw_balanced,5,145,0.491669394262499,False,12
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,5,149,0.3221476510067114,True,1
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,5,149,0.3113545208272771,True,1
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C0p1_cw_none,5,149,0.5385473948926912,False,1
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_none,5,149,0.5518064978420602,False,2
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C10p0_cw_none,5,149,0.5641946039381841,False,3
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C0p1_cw_balanced,5,149,0.545416373337182,False,4
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,5,149,0.5767090191430105,True,5
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C10p0_cw_balanced,5,149,0.5715342015901702,False,6
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C0p1_cw_none,5,149,0.4465778053730707,False,1
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C1p0_cw_none,5,149,0.5328922053523563,False,2
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,5,149,0.5612514586275088,True,3
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C0p1_cw_balanced,5,149,0.46315331984560665,False,4
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C1p0_cw_balanced,5,149,0.5306902661456885,False,5
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_balanced,5,149,0.5606600095327613,False,6
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C0p1_cw_none,5,149,0.4519437459104253,False,7
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C1p0_cw_none,5,149,0.5032415137762369,False,8
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C10p0_cw_none,5,149,0.5382774182361205,False,9
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C0p1_cw_balanced,5,149,0.46439739648452094,False,10
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C1p0_cw_balanced,5,149,0.49976276587126134,False,11
success,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C10p0_cw_balanced,5,149,0.5368874729180649,False,12
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,5,141,0.3120567375886525,True,1
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,5,141,0.30444219833917485,True,1
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C0p1_cw_none,5,141,0.47109578520518075,False,1
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C1p0_cw_none,5,141,0.49092893491753276,False,2
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_none,5,141,0.49215129235253635,False,3
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C0p1_cw_balanced,5,141,0.46994469096200564,False,4
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C1p0_cw_balanced,5,141,0.49188296837774387,False,5
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,5,141,0.49440792683130885,True,6
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C0p1_cw_none,5,141,0.456958984987715,False,1
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C1p0_cw_none,5,141,0.47519444900200214,False,2
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_none,5,141,0.5174016722611213,False,3
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C0p1_cw_balanced,5,141,0.4550115139556812,False,4
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C1p0_cw_balanced,5,141,0.47642810397808183,False,5
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,5,141,0.5218369526372875,True,6
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C0p1_cw_none,5,141,0.4552204851196179,False,7
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C1p0_cw_none,5,141,0.4646469361127281,False,8
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C10p0_cw_none,5,141,0.4783199965507486,False,9
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C0p1_cw_balanced,5,141,0.4486579217003709,False,10
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C1p0_cw_balanced,5,141,0.4601506320278438,False,11
success,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C10p0_cw_balanced,5,141,0.47553933383693053,False,12
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,5,144,0.06944444444444445,True,1
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,5,144,0.06838383838383838,True,1
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C0p1_cw_none,5,144,0.05994961816322811,False,1
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C1p0_cw_none,5,144,0.06421031142063703,False,2
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,5,144,0.07364859756827205,True,3
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C0p1_cw_balanced,5,144,0.05941170087702461,False,4
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C1p0_cw_balanced,5,144,0.0634723533245676,False,5
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_balanced,5,144,0.07077637427676767,False,6
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T1_C0p1_cw_none,5,144,0.2382349027229078,False,1
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T1_C1p0_cw_none,5,144,0.3018244283835407,False,2
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T1_C10p0_cw_none,5,144,0.33944682897082273,False,3
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T1_C0p1_cw_balanced,5,144,0.3115739970273077,False,4
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T1_C1p0_cw_balanced,5,144,0.31861048265460024,False,5
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T1_C10p0_cw_balanced,5,144,0.3479302038541169,False,6
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C0p1_cw_none,5,144,0.2810994397759104,False,7
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C1p0_cw_none,5,144,0.3665132139812447,False,8
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,5,144,0.4003577702490746,True,9
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C0p1_cw_balanced,5,144,0.359828707240472,False,10
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C1p0_cw_balanced,5,144,0.37587370699027717,False,11
side_effect,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_balanced,5,144,0.39455100455100456,False,12
side_effect,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,5,145,0.06896551724137931,True,1
side_effect,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,5,145,0.057531760435571684,True,1
side_effect,GenericAgent-gpt-4o-2024-11-20,B2,B2_C0p1_cw_none,5,145,0.07446039191525344,False,1
side_effect,GenericAgent-gpt-4o-2024-11-20,B2,B2_C1p0_cw_none,5,145,0.07654306200192185,False,2
side_effect,GenericAgent-gpt-4o-2024-11-20,B2,B2_C10p0_cw_none,5,145,0.08257761877933883,True,3
side_effect,GenericAgent-gpt-4o-2024-11-20,B2,B2_C0p1_cw_balanced,5,145,0.07442792061958131,False,4
side_effect,GenericAgent-gpt-4o-2024-11-20,B2,B2_C1p0_cw_balanced,5,145,0.07284595706332941,False,5
side_effect,GenericAgent-gpt-4o-2024-11-20,B2,B2_C10p0_cw_balanced,5,145,0.07858529575221856,False,6
side_effect,GenericAgent-gpt-4o-2024-11-20,B3,B3_T1_C0p1_cw_none,5,145,0.2043497857731424,False,1
side_effect,GenericAgent-gpt-4o-2024-11-20,B3,B3_T1_C1p0_cw_none,5,145,0.27386850247505984,False,2
side_effect,GenericAgent-gpt-4o-2024-11-20,B3,B3_T1_C10p0_cw_none,5,145,0.2599253855020109,False,3
side_effect,GenericAgent-gpt-4o-2024-11-20,B3,B3_T1_C0p1_cw_balanced,5,145,0.3010682275471008,False,4
side_effect,GenericAgent-gpt-4o-2024-11-20,B3,B3_T1_C1p0_cw_balanced,5,145,0.2628343780632513,False,5
side_effect,GenericAgent-gpt-4o-2024-11-20,B3,B3_T1_C10p0_cw_balanced,5,145,0.2400283106575561,False,6
side_effect,GenericAgent-gpt-4o-2024-11-20,B3,B3_T2_C0p1_cw_none,5,145,0.23675248770837004,False,7
side_effect,GenericAgent-gpt-4o-2024-11-20,B3,B3_T2_C1p0_cw_none,5,145,0.3681417321713374,False,8
side_effect,GenericAgent-gpt-4o-2024-11-20,B3,B3_T2_C10p0_cw_none,5,145,0.3314082211668786,False,9
side_effect,GenericAgent-gpt-4o-2024-11-20,B3,B3_T2_C0p1_cw_balanced,5,145,0.36876943779904303,False,10
side_effect,GenericAgent-gpt-4o-2024-11-20,B3,B3_T2_C1p0_cw_balanced,5,145,0.3811863458602589,True,11
side_effect,GenericAgent-gpt-4o-2024-11-20,B3,B3_T2_C10p0_cw_balanced,5,145,0.2891754594024163,False,12
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,5,152,0.05921052631578947,True,1
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,5,152,0.05393007608627303,True,1
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C0p1_cw_none,5,152,0.07392125420532994,False,1
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_none,5,152,0.08066721250396855,True,2
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C10p0_cw_none,5,152,0.07819756326469787,False,3
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C0p1_cw_balanced,5,152,0.07476596307720064,False,4
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,5,152,0.07604117136706848,False,5
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C10p0_cw_balanced,5,152,0.07605803983881212,False,6
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C0p1_cw_none,5,152,0.17476299420743865,False,1
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C1p0_cw_none,5,152,0.21683212617406078,False,2
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,5,152,0.20926135086645803,False,3
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C0p1_cw_balanced,5,152,0.21637267635950688,False,4
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C1p0_cw_balanced,5,152,0.20333676759311833,False,5
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_balanced,5,152,0.20500486514119703,False,6
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C0p1_cw_none,5,152,0.18349665496599551,False,7
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C1p0_cw_none,5,152,0.2199443290086565,True,8
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C10p0_cw_none,5,152,0.21123187157669915,False,9
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C0p1_cw_balanced,5,152,0.2066420631337175,False,10
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C1p0_cw_balanced,5,152,0.19652142219715243,False,11
side_effect,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C10p0_cw_balanced,5,152,0.204053086635557,False,12
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B0,B0_most_frequent,5,144,0.04861111111111111,True,1
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B1,B1_prior,5,144,0.04132139112516571,True,1
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C0p1_cw_none,5,144,0.08109075328652668,True,1
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C1p0_cw_none,5,144,0.07236955784665192,False,2
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_none,5,144,0.06539336952587618,False,3
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C0p1_cw_balanced,5,144,0.07265353693925122,False,4
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C1p0_cw_balanced,5,144,0.06732863874922576,False,5
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B2,B2_C10p0_cw_balanced,5,144,0.06322463620844578,False,6
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C0p1_cw_none,5,144,0.19180065548486602,False,1
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C1p0_cw_none,5,144,0.2905927921407797,True,2
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_none,5,144,0.2766934124076981,False,3
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C0p1_cw_balanced,5,144,0.2711448215649896,False,4
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C1p0_cw_balanced,5,144,0.26063602229015764,False,5
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T1_C10p0_cw_balanced,5,144,0.2562589509488006,False,6
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C0p1_cw_none,5,144,0.2328405046229018,False,7
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C1p0_cw_none,5,144,0.27798317953116713,False,8
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C10p0_cw_none,5,144,0.28751641007280104,False,9
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C0p1_cw_balanced,5,144,0.25800320128051224,False,10
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C1p0_cw_balanced,5,144,0.2523762615093884,False,11
side_effect,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,B3,B3_T2_C10p0_cw_balanced,5,144,0.2798239489241187,False,12
looping,GenericAgent-anthropic_claude-3.7-sonnet,B0,B0_most_frequent,5,145,0.5379310344827586,True,1
looping,GenericAgent-anthropic_claude-3.7-sonnet,B1,B1_prior,5,145,0.5193453880347276,True,1
looping,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C0p1_cw_none,5,145,0.8506645455391157,False,1
looping,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C1p0_cw_none,5,145,0.8480992790310843,False,2
looping,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_none,5,145,0.858109187696355,False,3
looping,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C0p1_cw_balanced,5,145,0.8490413883633335,False,4
looping,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C1p0_cw_balanced,5,145,0.8471481584803531,False,5
looping,GenericAgent-anthropic_claude-3.7-sonnet,B2,B2_C10p0_cw_balanced,5,145,0.8586688996745622,True,6
looping,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T1_C0p1_cw_none,5,145,0.6956639569606903,False,1
looping,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T1_C1p0_cw_none,5,145,0.7229051411067937,False,2
looping,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T1_C10p0_cw_none,5,145,0.7253907545926526,False,3
looping,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T1_C0p1_cw_balanced,5,145,0.6990016589043637,False,4
looping,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T1_C1p0_cw_balanced,5,145,0.7246626207224252,False,5
looping,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T1_C10p0_cw_balanced,5,145,0.7293931427420195,False,6
looping,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C0p1_cw_none,5,145,0.6942934367166991,False,7
looping,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C1p0_cw_none,5,145,0.7311525289935014,False,8
looping,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_none,5,145,0.7540243857715494,False,9
looping,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C0p1_cw_balanced,5,145,0.7013727017680104,False,10
looping,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C1p0_cw_balanced,5,145,0.7310453028021269,False,11
looping,GenericAgent-anthropic_claude-3.7-sonnet,B3,B3_T2_C10p0_cw_balanced,5,145,0.7560651492796345,True,12
looping,GenericAgent-gpt-4o-2024-11-20,B0,B0_most_frequent,5,145,0.4896551724137931,True,1
looping,GenericAgent-gpt-4o-2024-11-20,B1,B1_prior,5,145,0.47887912637791225,True,1
looping,GenericAgent-gpt-4o-2024-11-20,B2,B2_C0p1_cw_none,5,145,0.8928765262935079,False,1
looping,GenericAgent-gpt-4o-2024-11-20,B2,B2_C1p0_cw_none,5,145,0.901030914627724,True,2
looping,GenericAgent-gpt-4o-2024-11-20,B2,B2_C10p0_cw_none,5,145,0.9002882654855093,False,3
looping,GenericAgent-gpt-4o-2024-11-20,B2,B2_C0p1_cw_balanced,5,145,0.8918595138409945,False,4
looping,GenericAgent-gpt-4o-2024-11-20,B2,B2_C1p0_cw_balanced,5,145,0.9002979148213365,False,5
looping,GenericAgent-gpt-4o-2024-11-20,B2,B2_C10p0_cw_balanced,5,145,0.9010059560976351,False,6
looping,GenericAgent-gpt-4o-2024-11-20,B3,B3_T1_C0p1_cw_none,5,145,0.7224874730221109,False,1
looping,GenericAgent-gpt-4o-2024-11-20,B3,B3_T1_C1p0_cw_none,5,145,0.7351007191692821,False,2
looping,GenericAgent-gpt-4o-2024-11-20,B3,B3_T1_C10p0_cw_none,5,145,0.7401486890102491,True,3
looping,GenericAgent-gpt-4o-2024-11-20,B3,B3_T1_C0p1_cw_balanced,5,145,0.7261120966731422,False,4
looping,GenericAgent-gpt-4o-2024-11-20,B3,B3_T1_C1p0_cw_balanced,5,145,0.7359817825024699,False,5
looping,GenericAgent-gpt-4o-2024-11-20,B3,B3_T1_C10p0_cw_balanced,5,145,0.7389640721154205,False,6
looping,GenericAgent-gpt-4o-2024-11-20,B3,B3_T2_C0p1_cw_none,5,145,0.710461993365673,False,7
looping,GenericAgent-gpt-4o-2024-11-20,B3,B3_T2_C1p0_cw_none,5,145,0.7260733524023101,False,8
looping,GenericAgent-gpt-4o-2024-11-20,B3,B3_T2_C10p0_cw_none,5,145,0.7285597067116119,False,9
looping,GenericAgent-gpt-4o-2024-11-20,B3,B3_T2_C0p1_cw_balanced,5,145,0.7134450786435677,False,10
looping,GenericAgent-gpt-4o-2024-11-20,B3,B3_T2_C1p0_cw_balanced,5,145,0.727075657301316,False,11
looping,GenericAgent-gpt-4o-2024-11-20,B3,B3_T2_C10p0_cw_balanced,5,145,0.7291200067618722,False,12
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B0,B0_most_frequent,5,153,0.42483660130718953,True,1
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B1,B1_prior,5,153,0.41763700351935645,True,1
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C0p1_cw_none,5,153,0.8951826125827351,False,1
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_none,5,153,0.8968327485625256,True,2
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C10p0_cw_none,5,153,0.8921190527050924,False,3
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C0p1_cw_balanced,5,153,0.8939300419604153,False,4
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C1p0_cw_balanced,5,153,0.8727746376161377,False,5
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B2,B2_C10p0_cw_balanced,5,153,0.8831487758658554,False,6
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C0p1_cw_none,5,153,0.5543232349838816,False,1
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C1p0_cw_none,5,153,0.57839684625041,False,2
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_none,5,153,0.5640494429386982,False,3
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C0p1_cw_balanced,5,153,0.5690245531038032,False,4
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C1p0_cw_balanced,5,153,0.5794595887982731,False,5
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T1_C10p0_cw_balanced,5,153,0.563859833561859,False,6
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C0p1_cw_none,5,153,0.5616189824350395,False,7
looping,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,B3,B3_T2_C1p0_cw_none,5,153,0.5836634885310437,False,8
