target,held_out_group,variant_id,selected_config_id,threshold,inner_f1,inner_precision,inner_recall,selected
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.1,0.455026455026455,0.3006993006993007,0.9347826086956522,False
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.15,0.4685714285714286,0.3178294573643411,0.8913043478260869,False
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.2,0.5098039215686274,0.3644859813084112,0.8478260869565217,False
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.25,0.5390070921985816,0.4,0.8260869565217391,False
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.3,0.556390977443609,0.42528735632183906,0.8043478260869565,False
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.35,0.5833333333333334,0.47297297297297297,0.7608695652173914,False
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.4,0.5964912280701754,0.5,0.7391304347826086,False
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.45,0.5945945945945946,0.5076923076923077,0.717391304347826,False
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.5,0.5871559633027523,0.5079365079365079,0.6956521739130435,False
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.55,0.6078431372549019,0.5535714285714286,0.6739130434782609,False
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.6,0.5858585858585859,0.5471698113207547,0.6304347826086957,False
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.65,0.5894736842105263,0.5714285714285714,0.6086956521739131,False
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.7,0.6086956521739131,0.6086956521739131,0.6086956521739131,True
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.75,0.5411764705882353,0.5897435897435898,0.5,False
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.8,0.5,0.6333333333333333,0.41304347826086957,False
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.85,0.417910447761194,0.6666666666666666,0.30434782608695654,False
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.9,0.4,0.6842105263157895,0.2826086956521739,False
success,visualwebarena,S0_full13,B2_C10p0_cw_balanced,0.95,0.12,0.75,0.06521739130434782,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.05,0.4878048780487805,0.3333333333333333,0.9090909090909091,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.1,0.5631067961165048,0.4142857142857143,0.8787878787878788,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.15,0.6170212765957447,0.47540983606557374,0.8787878787878788,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.2,0.6444444444444445,0.5087719298245614,0.8787878787878788,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.25,0.6744186046511628,0.5471698113207547,0.8787878787878788,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.3,0.7073170731707317,0.5918367346938775,0.8787878787878788,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.35,0.7368421052631579,0.6511627906976745,0.8484848484848485,True
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.4,0.7123287671232876,0.65,0.7878787878787878,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.45,0.6944444444444444,0.6410256410256411,0.7575757575757576,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.5,0.6956521739130435,0.6666666666666666,0.7272727272727273,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.55,0.7058823529411765,0.6857142857142857,0.7272727272727273,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.6,0.676923076923077,0.6875,0.6666666666666666,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.65,0.6333333333333333,0.7037037037037037,0.5757575757575758,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.7,0.6101694915254238,0.6923076923076923,0.5454545454545454,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.75,0.6181818181818182,0.7727272727272727,0.5151515151515151,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.8,0.6037735849056604,0.8,0.48484848484848486,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.85,0.5769230769230769,0.7894736842105263,0.45454545454545453,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.9,0.4090909090909091,0.8181818181818182,0.2727272727272727,False
success,webarena,S0_full13,B2_C1p0_cw_balanced,0.95,0.20512820512820512,0.6666666666666666,0.12121212121212122,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.05,0.4662576687116564,0.3064516129032258,0.9743589743589743,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.1,0.5068493150684932,0.34579439252336447,0.9487179487179487,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.15,0.5147058823529411,0.36082474226804123,0.8974358974358975,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.2,0.5384615384615384,0.38461538461538464,0.8974358974358975,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.25,0.5365853658536586,0.39285714285714285,0.8461538461538461,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.3,0.5546218487394958,0.4125,0.8461538461538461,True
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.35,0.5217391304347826,0.39473684210526316,0.7692307692307693,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.4,0.5454545454545454,0.4225352112676056,0.7692307692307693,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.45,0.5384615384615384,0.4307692307692308,0.717948717948718,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.5,0.5510204081632653,0.4576271186440678,0.6923076923076923,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.55,0.5393258426966292,0.48,0.6153846153846154,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.6,0.5432098765432098,0.5238095238095238,0.5641025641025641,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.65,0.5128205128205128,0.5128205128205128,0.5128205128205128,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.7,0.4307692307692308,0.5384615384615384,0.358974358974359,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.75,0.21428571428571427,0.35294117647058826,0.15384615384615385,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.8,0.2222222222222222,0.4,0.15384615384615385,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.85,0.21739130434782608,0.7142857142857143,0.1282051282051282,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.9,0.09523809523809523,0.6666666666666666,0.05128205128205128,False
success,workarena,S0_full13,B2_C1p0_cw_balanced,0.95,0.0,0.0,0.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.05,0.13259668508287292,0.07100591715976332,1.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.1,0.1348314606741573,0.07228915662650602,1.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.15,0.13793103448275862,0.07518796992481203,0.8333333333333334,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.2,0.1791044776119403,0.10909090909090909,0.5,True
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.25,0.0,0.0,0.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.3,0.0,0.0,0.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.35,0.0,0.0,0.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.4,0.0,0.0,0.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.45,0.0,0.0,0.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.5,0.0,0.0,0.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.55,0.0,0.0,0.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.6,0.0,0.0,0.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.65,0.0,0.0,0.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.7,0.0,0.0,0.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.75,0.0,0.0,0.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.8,0.0,0.0,0.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.85,0.0,0.0,0.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.9,0.0,0.0,0.0,False
side_effect,assistantbench,S0_full13,B2_C0p1_cw_none,0.95,0.0,0.0,0.0,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.05,0.11049723756906077,0.05847953216374269,1.0,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.1,0.11049723756906077,0.05847953216374269,1.0,True
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.15,0.1037037037037037,0.056,0.7,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.2,0.07407407407407407,0.045454545454545456,0.2,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.25,0.0,0.0,0.0,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.3,0.0,0.0,0.0,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.35,0.0,0.0,0.0,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.4,0.0,0.0,0.0,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.45,0.0,0.0,0.0,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.5,0.0,0.0,0.0,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.55,0.0,0.0,0.0,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.6,0.0,0.0,0.0,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.65,0.0,0.0,0.0,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.7,0.0,0.0,0.0,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.75,0.0,0.0,0.0,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.8,0.0,0.0,0.0,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.85,0.0,0.0,0.0,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.9,0.0,0.0,0.0,False
side_effect,visualwebarena,S0_full13,B2_C0p1_cw_none,0.95,0.0,0.0,0.0,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.05,0.1016949152542373,0.05454545454545454,0.75,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.1,0.12,0.06521739130434782,0.75,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.15,0.13333333333333333,0.07317073170731707,0.75,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.2,0.13636363636363635,0.075,0.75,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.25,0.14634146341463414,0.08108108108108109,0.75,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.3,0.15,0.08333333333333333,0.75,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.35,0.16216216216216217,0.09090909090909091,0.75,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.4,0.17142857142857143,0.0967741935483871,0.75,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.45,0.1875,0.10714285714285714,0.75,True
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.5,0.14285714285714285,0.08333333333333333,0.5,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.55,0.07692307692307693,0.045454545454545456,0.25,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.6,0.09090909090909091,0.05555555555555555,0.25,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.65,0.0,0.0,0.0,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.7,0.0,0.0,0.0,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.75,0.0,0.0,0.0,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.8,0.0,0.0,0.0,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.85,0.0,0.0,0.0,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.9,0.0,0.0,0.0,False
side_effect,webarena,S0_full13,B2_C10p0_cw_balanced,0.95,0.0,0.0,0.0,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.05,0.13793103448275862,0.07407407407407407,1.0,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.1,0.13793103448275862,0.07407407407407407,1.0,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.15,0.13793103448275862,0.07407407407407407,1.0,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.2,0.14285714285714285,0.07692307692307693,1.0,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.25,0.16260162601626016,0.08849557522123894,1.0,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.3,0.17543859649122806,0.09615384615384616,1.0,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.35,0.17307692307692307,0.09574468085106383,0.9,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.4,0.15555555555555556,0.0875,0.7,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.45,0.18181818181818182,0.1044776119402985,0.7,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.5,0.15873015873015872,0.09433962264150944,0.5,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.55,0.19607843137254902,0.12195121951219512,0.5,True
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.6,0.15789473684210525,0.10714285714285714,0.3,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.65,0.13793103448275862,0.10526315789473684,0.2,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.7,0.15384615384615385,0.125,0.2,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.75,0.1,0.1,0.1,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.8,0.0,0.0,0.0,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.85,0.0,0.0,0.0,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.9,0.0,0.0,0.0,False
side_effect,workarena,S0_full13,B2_C0p1_cw_balanced,0.95,0.0,0.0,0.0,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.05,0.8350515463917526,0.7168141592920354,1.0,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.1,0.8839779005524862,0.8,0.9876543209876543,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.15,0.903954802259887,0.8333333333333334,0.9876543209876543,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.2,0.9080459770114943,0.8494623655913979,0.9753086419753086,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.25,0.9080459770114943,0.8494623655913979,0.9753086419753086,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.3,0.9186046511627907,0.8681318681318682,0.9753086419753086,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.35,0.9294117647058824,0.8876404494382022,0.9753086419753086,True
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.4,0.9101796407185628,0.8837209302325582,0.9382716049382716,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.45,0.9036144578313253,0.8823529411764706,0.9259259259259259,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.5,0.896969696969697,0.8809523809523809,0.9135802469135802,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.55,0.8902439024390244,0.8795180722891566,0.9012345679012346,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.6,0.8834355828220859,0.8780487804878049,0.8888888888888888,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.65,0.8944099378881988,0.9,0.8888888888888888,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.7,0.8875,0.8987341772151899,0.8765432098765432,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.75,0.8589743589743589,0.8933333333333333,0.8271604938271605,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.8,0.8289473684210527,0.8873239436619719,0.7777777777777778,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.85,0.8133333333333334,0.8840579710144928,0.7530864197530864,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.9,0.7428571428571429,0.8813559322033898,0.6419753086419753,False
looping,assistantbench,S0_full13,B2_C1p0_cw_balanced,0.95,0.5950413223140496,0.9,0.4444444444444444,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.05,0.8333333333333334,0.7142857142857143,1.0,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.1,0.8842105263157894,0.8,0.9882352941176471,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.15,0.8983957219251337,0.8235294117647058,0.9882352941176471,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.2,0.8961748633879781,0.8367346938775511,0.9647058823529412,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.25,0.8901098901098901,0.8350515463917526,0.9529411764705882,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.3,0.8950276243093923,0.84375,0.9529411764705882,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.35,0.9050279329608939,0.8617021276595744,0.9529411764705882,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.4,0.9050279329608939,0.8617021276595744,0.9529411764705882,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.45,0.9101123595505618,0.8709677419354839,0.9529411764705882,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.5,0.903954802259887,0.8695652173913043,0.9411764705882353,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.55,0.903954802259887,0.8695652173913043,0.9411764705882353,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.6,0.9142857142857143,0.8888888888888888,0.9411764705882353,True
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.65,0.9132947976878613,0.8977272727272727,0.9294117647058824,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.7,0.8941176470588236,0.8941176470588236,0.8941176470588236,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.75,0.8674698795180723,0.8888888888888888,0.8470588235294118,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.8,0.8518518518518519,0.8961038961038961,0.8117647058823529,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.85,0.7973856209150327,0.8970588235294118,0.7176470588235294,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.9,0.7,0.8909090909090909,0.5764705882352941,False
looping,visualwebarena,S0_full13,B2_C1p0_cw_balanced,0.95,0.47863247863247865,0.875,0.32941176470588235,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.05,0.873015873015873,0.7746478873239436,1.0,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.1,0.9016393442622951,0.8208955223880597,1.0,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.15,0.9016393442622951,0.8208955223880597,1.0,True
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.2,0.8925619834710744,0.8181818181818182,0.9818181818181818,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.25,0.8983050847457628,0.8412698412698413,0.9636363636363636,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.3,0.896551724137931,0.8524590163934426,0.9454545454545454,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.35,0.896551724137931,0.8524590163934426,0.9454545454545454,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.4,0.8947368421052632,0.864406779661017,0.9272727272727272,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.45,0.8947368421052632,0.864406779661017,0.9272727272727272,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.5,0.875,0.8596491228070176,0.8909090909090909,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.55,0.8648648648648649,0.8571428571428571,0.8727272727272727,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.6,0.8545454545454545,0.8545454545454545,0.8545454545454545,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.65,0.8545454545454545,0.8545454545454545,0.8545454545454545,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.7,0.8518518518518519,0.8679245283018868,0.8363636363636363,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.75,0.803921568627451,0.8723404255319149,0.7454545454545455,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.8,0.7368421052631579,0.875,0.6363636363636364,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.85,0.7368421052631579,0.875,0.6363636363636364,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.9,0.7111111111111111,0.9142857142857143,0.5818181818181818,False
looping,webarena,S0_full13,B2_C10p0_cw_balanced,0.95,0.6097560975609756,0.9259259259259259,0.45454545454545453,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.05,0.6111111111111112,0.44,1.0,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.1,0.738255033557047,0.5851063829787234,1.0,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.15,0.8461538461538461,0.7333333333333333,1.0,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.2,0.864,0.7714285714285715,0.9818181818181818,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.25,0.8833333333333333,0.8153846153846154,0.9636363636363636,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.3,0.8907563025210085,0.828125,0.9636363636363636,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.35,0.8907563025210085,0.828125,0.9636363636363636,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.4,0.8813559322033898,0.8253968253968254,0.9454545454545454,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.45,0.8869565217391304,0.85,0.9272727272727272,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.5,0.8947368421052632,0.864406779661017,0.9272727272727272,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.55,0.8928571428571429,0.8771929824561403,0.9090909090909091,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.6,0.9009009009009009,0.8928571428571429,0.9090909090909091,True
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.65,0.9009009009009009,0.8928571428571429,0.9090909090909091,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.7,0.8807339449541285,0.8888888888888888,0.8727272727272727,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.75,0.8598130841121495,0.8846153846153846,0.8363636363636363,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.8,0.8571428571428571,0.9,0.8181818181818182,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.85,0.8,0.8888888888888888,0.7272727272727273,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.9,0.75,0.8780487804878049,0.6545454545454545,False
looping,workarena,S0_full13,B2_C0p1_cw_balanced,0.95,0.47368421052631576,0.8571428571428571,0.32727272727272727,False
success,assistantbench,S1_no_termination,B2_C10p0_cw_balanced,0.05,0.49765258215962443,0.3375796178343949,0.9464285714285714,False
success,assistantbench,S1_no_termination,B2_C10p0_cw_balanced,0.1,0.5492227979274611,0.38686131386861317,0.9464285714285714,False
success,assistantbench,S1_no_termination,B2_C10p0_cw_balanced,0.15,0.5780346820809249,0.42735042735042733,0.8928571428571429,False
success,assistantbench,S1_no_termination,B2_C10p0_cw_balanced,0.2,0.6242038216560509,0.48514851485148514,0.875,False
success,assistantbench,S1_no_termination,B2_C10p0_cw_balanced,0.25,0.6174496644295302,0.4946236559139785,0.8214285714285714,False
success,assistantbench,S1_no_termination,B2_C10p0_cw_balanced,0.3,0.6111111111111112,0.5,0.7857142857142857,False
success,assistantbench,S1_no_termination,B2_C10p0_cw_balanced,0.35,0.6197183098591549,0.5116279069767442,0.7857142857142857,False
success,assistantbench,S1_no_termination,B2_C10p0_cw_balanced,0.4,0.6277372262773723,0.5308641975308642,0.7678571428571429,False
success,assistantbench,S1_no_termination,B2_C10p0_cw_balanced,0.45,0.6363636363636364,0.5526315789473685,0.75,True
success,assistantbench,S1_no_termination,B2_C10p0_cw_balanced,0.5,0.6259541984732825,0.5466666666666666,0.7321428571428571,False
success,assistantbench,S1_no_termination,B2_C10p0_cw_balanced,0.55,0.625,0.5555555555555556,0.7142857142857143,False
success,assistantbench,S1_no_termination,B2_C10p0_cw_balanced,0.6,0.6065573770491803,0.5606060606060606,0.6607142857142857,False
